S,10,748387.37,4081143.43
S,10,748393.47,4081143.73
S,10,748403.53,4081144.02
S,10,748413.59,4081144.32
S,10,748423.65,4081144.61
S,10,748433.70,4081144.91
S,10,748443.76,4081145.32
S,10,748453.82,4081145.61
S,10,748464.04,4081145.79
S,10,748474.10,4081146.08
S,10,748484.16,4081146.38
S,10,748494.22,4081146.67
S,10,748504.28,4081146.96
S,10,748514.33,4081147.38
S,10,748524.39,4081147.67
S,10,748534.60,4081148.21
S,10,748544.66,4081148.50
S,10,748554.72,4081148.80
S,10,748564.78,4081149.09
S,10,748574.84,4081149.38
S,10,748584.89,4081149.80
S,10,748594.95,4081150.09
S,10,748605.18,4081150.27
S,10,748615.24,4081150.56
S,10,748625.29,4081150.86
S,10,748635.35,4081151.15
S,10,748645.41,4081151.44
S,10,748655.47,4081151.86
S,10,748665.52,4081152.15
S,10,748675.75,4081152.33
S,10,748685.81,4081152.62
S,10,748695.87,4081152.92
S,10,748705.92,4081153.21
S,10,748715.98,4081153.62
S,10,748726.04,4081153.92
S,10,748736.10,4081154.21
S,10,748746.16,4081154.51
S,10,748756.21,4081154.80
S,10,748766.27,4081155.21
S,10,748776.33,4081155.51
S,10,748784.47,4081155.74
S,10,748784.55,4081153.12
S,10,748776.40,4081152.88
S,10,748766.35,4081152.59
S,10,748756.29,4081152.18
S,10,748746.23,4081151.88
S,10,748736.17,4081151.59
S,10,748726.11,4081151.30
S,10,748716.06,4081151.00
S,10,748706.00,4081150.59
S,10,748695.94,4081150.29
S,10,748685.88,4081150.00
S,10,748675.83,4081149.71
S,10,748665.60,4081149.53
S,10,748655.54,4081149.23
S,10,748645.49,4081148.82
S,10,748635.43,4081148.53
S,10,748625.37,4081148.23
S,10,748615.31,4081147.94
S,10,748605.25,4081147.65
S,10,748595.04,4081147.23
S,10,748584.98,4081146.93
S,10,748574.92,4081146.52
S,10,748564.86,4081146.23
S,10,748554.81,4081145.93
S,10,748544.75,4081145.64
S,10,748534.69,4081145.35
S,10,748524.47,4081144.93
S,10,748514.41,4081144.64
S,10,748504.36,4081144.22
S,10,748494.30,4081143.93
S,10,748484.24,4081143.64
S,10,748474.18,4081143.34
S,10,748464.12,4081143.05
S,10,748453.90,4081142.87
S,10,748443.84,4081142.58
S,10,748433.78,4081142.16
S,10,748423.73,4081141.87
S,10,748413.67,4081141.58
S,10,748403.61,4081141.28
S,10,748393.55,4081140.99
S,10,748387.45,4081140.69
S,10,748387.53,4081137.95
S,10,748393.63,4081138.25
S,10,748403.69,4081138.54
S,10,748413.75,4081138.83
S,10,748423.81,4081139.13
S,10,748433.86,4081139.42
S,10,748443.92,4081139.83
S,10,748453.98,4081140.13
S,10,748464.20,4081140.43
S,10,748474.26,4081140.72
S,10,748484.32,4081141.01
S,10,748494.38,4081141.31
S,10,748504.43,4081141.60
S,10,748514.49,4081142.01
S,10,748524.55,4081142.31
S,10,748534.76,4081142.72
S,10,748544.82,4081143.02
S,10,748554.88,4081143.31
S,10,748564.94,4081143.60
S,10,748575.00,4081143.90
S,10,748585.05,4081144.31
S,10,748595.11,4081144.60
S,10,748605.33,4081144.90
S,10,748615.39,4081145.20
S,10,748625.45,4081145.49
S,10,748635.51,4081145.78
S,10,748645.57,4081146.08
S,10,748655.62,4081146.49
S,10,748665.68,4081146.79
S,10,748675.90,4081147.08
S,10,748685.96,4081147.38
S,10,748696.02,4081147.67
S,10,748706.08,4081147.97
S,10,748716.13,4081148.38
S,10,748726.19,4081148.67
S,10,748736.25,4081148.97
S,10,748746.31,4081149.26
S,10,748756.37,4081149.55
S,10,748766.42,4081149.97
S,10,748776.48,4081150.26
S,10,748784.62,4081150.50
S,10,748784.70,4081147.76
S,10,748776.56,4081147.52
S,10,748766.50,4081147.22
S,10,748756.45,4081146.81
S,10,748746.39,4081146.52
S,10,748736.33,4081146.22
S,10,748726.27,4081145.93
S,10,748716.21,4081145.64
S,10,748706.16,4081145.22
S,10,748696.10,4081144.93
S,10,748686.04,4081144.64
S,10,748675.98,4081144.34
S,10,748665.76,4081144.04
S,10,748655.70,4081143.75
S,10,748645.65,4081143.34
S,10,748635.59,4081143.04
S,10,748625.53,4081142.75
S,10,748615.47,4081142.45
S,10,748605.41,4081142.16
S,10,748595.19,4081141.86
S,10,748585.13,4081141.57
S,10,748575.08,4081141.16
S,10,748565.02,4081140.86
S,10,748554.96,4081140.57
S,10,748544.90,4081140.27
S,10,748534.84,4081139.98
S,10,748524.63,4081139.56
S,10,748514.57,4081139.27
S,10,748504.51,4081138.86
S,10,748494.46,4081138.56
S,10,748484.40,4081138.27
S,10,748474.34,4081137.98
S,10,748464.28,4081137.68
S,10,748454.06,4081137.38
S,10,748444.00,4081137.09
S,10,748433.94,4081136.68
S,10,748423.89,4081136.38
S,10,748413.83,4081136.09
S,10,748403.77,4081135.80
S,10,748393.71,4081135.50
S,10,748387.61,4081135.21
S,10,748387.69,4081132.46
S,10,748393.79,4081132.76
S,10,748403.85,4081133.06
S,10,748413.91,4081133.35
S,10,748423.97,4081133.64
S,10,748434.02,4081133.94
S,10,748444.08,4081134.35
S,10,748454.14,4081134.64
S,10,748464.36,4081135.06
S,10,748474.41,4081135.35
S,10,748484.47,4081135.65
S,10,748494.53,4081135.94
S,10,748504.59,4081136.23
S,10,748514.65,4081136.65
S,10,748524.70,4081136.94
S,10,748534.92,4081137.24
S,10,748544.98,4081137.53
S,10,748555.04,4081137.83
S,10,748565.10,4081138.12
S,10,748575.16,4081138.41
S,10,748585.21,4081138.83
S,10,748595.27,4081139.12
S,10,748605.49,4081139.42
S,10,748615.55,4081139.71
S,10,748625.61,4081140.01
S,10,748635.67,4081140.30
S,10,748645.73,4081140.59
S,10,748655.78,4081141.01
S,10,748665.84,4081141.30
S,10,748676.06,4081141.60
S,10,748686.12,4081141.89
S,10,748696.18,4081142.19
S,10,748706.24,4081142.48
S,10,748716.29,4081142.89
S,10,748726.35,4081143.19
S,10,748736.41,4081143.48
S,10,748746.47,4081143.78
S,10,748756.53,4081144.07
S,10,748766.58,4081144.48
S,10,748776.64,4081144.78
S,10,748784.78,4081145.01
S,10,748784.86,4081142.27
S,10,748776.72,4081142.03
S,10,748766.66,4081141.74
S,10,748756.61,4081141.33
S,10,748746.55,4081141.03
S,10,748736.49,4081140.74
S,10,748726.43,4081140.45
S,10,748716.37,4081140.15
S,10,748706.32,4081139.74
S,10,748696.26,4081139.44
S,10,748686.20,4081139.15
S,10,748676.14,4081138.86
S,10,748665.92,4081138.56
S,10,748655.86,4081138.26
S,10,748645.81,4081137.85
S,10,748635.75,4081137.56
S,10,748625.69,4081137.26
S,10,748615.63,4081136.97
S,10,748605.57,4081136.68
S,10,748595.35,4081136.38
S,10,748585.29,4081136.08
S,10,748575.24,4081135.67
S,10,748565.18,4081135.38
S,10,748555.12,4081135.08
S,10,748545.06,4081134.79
S,10,748535.00,4081134.50
S,10,748524.79,4081134.08
S,10,748514.73,4081133.79
S,10,748504.67,4081133.37
S,10,748494.62,4081133.08
S,10,748484.56,4081132.79
S,10,748474.50,4081132.49
S,10,748464.44,4081132.20
S,10,748454.22,4081131.90
S,10,748444.16,4081131.61
S,10,748434.10,4081131.19
S,10,748424.05,4081130.90
S,10,748413.99,4081130.61
S,10,748403.93,4081130.31
S,10,748393.87,4081130.02
S,10,748387.77,4081129.72
S,10,748387.85,4081126.86
S,10,748393.95,4081127.16
S,10,748404.01,4081127.45
S,10,748414.07,4081127.75
S,10,748424.13,4081128.04
S,10,748434.19,4081128.33
S,10,748444.24,4081128.74
S,10,748454.30,4081129.04
S,10,748464.52,4081129.58
S,10,748474.57,4081129.87
S,10,748484.63,4081130.16
S,10,748494.69,4081130.46
S,10,748504.75,4081130.75
S,10,748514.81,4081131.16
S,10,748524.86,4081131.46
S,10,748535.08,4081131.75
S,10,748545.14,4081132.05
S,10,748555.20,4081132.34
S,10,748565.26,4081132.64
S,10,748575.32,4081132.93
S,10,748585.37,4081133.34
S,10,748595.43,4081133.64
S,10,748605.65,4081134.05
S,10,748615.71,4081134.35
S,10,748625.77,4081134.64
S,10,748635.83,4081134.93
S,10,748645.88,4081135.23
S,10,748655.94,4081135.64
S,10,748666.00,4081135.94
S,10,748676.22,4081136.23
S,10,748686.28,4081136.53
S,10,748696.34,4081136.82
S,10,748706.39,4081137.12
S,10,748716.45,4081137.53
S,10,748726.51,4081137.82
S,10,748736.57,4081138.12
S,10,748746.63,4081138.41
S,10,748756.68,4081138.70
S,10,748766.74,4081139.12
S,10,748776.80,4081139.41
S,10,748784.94,4081139.65
S,10,748785.02,4081136.79
S,10,748776.88,4081136.55
S,10,748766.82,4081136.26
S,10,748756.77,4081135.84
S,10,748746.71,4081135.55
S,10,748736.65,4081135.25
S,10,748726.59,4081134.96
S,10,748716.53,4081134.67
S,10,748706.48,4081134.25
S,10,748696.42,4081133.96
S,10,748686.36,4081133.67
S,10,748676.30,4081133.37
S,10,748666.08,4081133.07
S,10,748656.02,4081132.78
S,10,748645.97,4081132.37
S,10,748635.91,4081132.07
S,10,748625.85,4081131.78
S,10,748615.79,4081131.49
S,10,748605.73,4081131.19
S,10,748595.52,4081130.77
S,10,748585.46,4081130.48
S,10,748575.40,4081130.07
S,10,748565.34,4081129.77
S,10,748555.29,4081129.48
S,10,748545.23,4081129.19
S,10,748535.17,4081128.89
S,10,748524.95,4081128.59
S,10,748514.89,4081128.30
S,10,748504.83,4081127.89
S,10,748494.78,4081127.59
S,10,748484.72,4081127.30
S,10,748474.66,4081127.01
S,10,748464.60,4081126.71
S,10,748454.38,4081126.42
S,10,748444.32,4081126.12
S,10,748434.26,4081125.71
S,10,748424.21,4081125.42
S,10,748414.15,4081125.12
S,10,748404.09,4081124.83
S,10,748394.03,4081124.54
S,10,748387.93,4081124.24
S,10,748388.01,4081121.50
S,10,748394.11,4081121.79
S,10,748404.17,4081122.09
S,10,748414.23,4081122.38
S,10,748424.29,4081122.67
S,10,748434.34,4081122.97
S,10,748444.40,4081123.38
S,10,748454.46,4081123.67
S,10,748464.68,4081123.97
S,10,748474.74,4081124.26
S,10,748484.80,4081124.56
S,10,748494.86,4081124.85
S,10,748504.91,4081125.15
S,10,748514.97,4081125.56
S,10,748525.03,4081125.85
S,10,748535.25,4081126.27
S,10,748545.30,4081126.56
S,10,748555.36,4081126.86
S,10,748565.42,4081127.15
S,10,748575.48,4081127.44
S,10,748585.53,4081127.86
S,10,748595.59,4081128.15
S,10,748605.81,4081128.45
S,10,748615.87,4081128.74
S,10,748625.93,4081129.04
S,10,748635.99,4081129.33
S,10,748646.05,4081129.62
S,10,748656.10,4081130.04
S,10,748666.16,4081130.33
S,10,748676.38,4081130.63
S,10,748686.44,4081130.92
S,10,748696.50,4081131.22
S,10,748706.56,4081131.51
S,10,748716.61,4081131.92
S,10,748726.67,4081132.22
S,10,748736.73,4081132.51
S,10,748746.79,4081132.81
S,10,748756.85,4081133.10
S,10,748766.90,4081133.51
S,10,748776.96,4081133.81
S,10,748785.10,4081134.05
S,10,748785.18,4081131.30
S,10,748777.04,4081131.06
S,10,748766.98,4081130.77
S,10,748756.93,4081130.36
S,10,748746.87,4081130.06
S,10,748736.81,4081129.77
S,10,748726.75,4081129.48
S,10,748716.69,4081129.18
S,10,748706.64,4081128.77
S,10,748696.58,4081128.48
S,10,748686.52,4081128.18
S,10,748676.46,4081127.89
S,10,748666.24,4081127.59
S,10,748656.18,4081127.30
S,10,748646.13,4081126.88
S,10,748636.07,4081126.59
S,10,748626.01,4081126.29
S,10,748615.95,4081126.00
S,10,748605.89,4081125.71
S,10,748595.68,4081125.29
S,10,748585.62,4081125.00
S,10,748575.56,4081124.58
S,10,748565.50,4081124.29
S,10,748555.45,4081124.00
S,10,748545.39,4081123.70
S,10,748535.33,4081123.41
S,10,748525.11,4081123.11
S,10,748515.05,4081122.82
S,10,748504.99,4081122.40
S,10,748494.94,4081122.11
S,10,748484.88,4081121.82
S,10,748474.82,4081121.52
S,10,748464.76,4081121.23
S,10,748454.54,4081120.93
S,10,748444.48,4081120.64
S,10,748434.42,4081120.22
S,10,748424.37,4081119.93
S,10,748414.31,4081119.64
S,10,748404.25,4081119.34
S,10,748394.19,4081119.05
S,10,748388.09,4081118.75
S,10,748388.17,4081115.89
S,10,748394.27,4081116.19
S,10,748404.33,4081116.48
S,10,748414.39,4081116.78
S,10,748424.45,4081117.07
S,10,748434.51,4081117.36
S,10,748444.56,4081117.78
S,10,748454.62,4081118.07
S,10,748464.84,4081118.49
S,10,748474.90,4081118.78
S,10,748484.96,4081119.07
S,10,748495.02,4081119.37
S,10,748505.07,4081119.66
S,10,748515.13,4081120.07
S,10,748525.19,4081120.37
S,10,748535.41,4081120.79
S,10,748545.46,4081121.08
S,10,748555.52,4081121.37
S,10,748565.58,4081121.67
S,10,748575.64,4081121.96
S,10,748585.69,4081122.37
S,10,748595.75,4081122.67
S,10,748605.97,4081122.97
S,10,748616.03,4081123.26
S,10,748626.09,4081123.55
S,10,748636.15,4081123.85
S,10,748646.21,4081124.14
S,10,748656.26,4081124.55
S,10,748666.32,4081124.85
S,10,748676.54,4081125.15
S,10,748686.60,4081125.44
S,10,748696.66,4081125.73
S,10,748706.72,4081126.03
S,10,748716.77,4081126.44
S,10,748726.83,4081126.73
S,10,748736.89,4081127.03
S,10,748746.95,4081127.32
S,10,748757.01,4081127.62
S,10,748767.06,4081128.03
S,10,748777.12,4081128.32
S,10,748785.26,4081128.56
S,10,748785.34,4081125.94
S,10,748777.20,4081125.70
S,10,748767.14,4081125.41
S,10,748757.08,4081124.99
S,10,748747.03,4081124.70
S,10,748736.97,4081124.40
S,10,748726.91,4081124.11
S,10,748716.85,4081123.82
S,10,748706.80,4081123.40
S,10,748696.74,4081123.11
S,10,748686.68,4081122.82
S,10,748676.62,4081122.52
S,10,748666.40,4081122.10
S,10,748656.34,4081121.81
S,10,748646.29,4081121.40
S,10,748636.23,4081121.10
S,10,748626.17,4081120.81
S,10,748616.11,4081120.52
S,10,748606.05,4081120.22
S,10,748595.84,4081119.81
S,10,748585.78,4081119.51
S,10,748575.72,4081119.10
S,10,748565.66,4081118.80
S,10,748555.61,4081118.51
S,10,748545.55,4081118.22
S,10,748535.49,4081117.92
S,10,748525.27,4081117.63
S,10,748515.21,4081117.33
S,10,748505.15,4081116.92
S,10,748495.10,4081116.63
S,10,748485.04,4081116.33
S,10,748474.98,4081116.04
S,10,748464.92,4081115.74
S,10,748454.70,4081115.45
S,10,748444.64,4081115.15
S,10,748434.59,4081114.74
S,10,748424.53,4081114.45
S,10,748414.47,4081114.15
S,10,748404.41,4081113.86
S,10,748394.35,4081113.57
S,10,748388.25,4081113.27
S,10,748388.33,4081110.53
S,10,748394.43,4081110.82
S,10,748404.49,4081111.12
S,10,748414.55,4081111.41
S,10,748424.61,4081111.70
S,10,748434.67,4081112.00
S,10,748444.72,4081112.41
S,10,748454.78,4081112.70
S,10,748465.00,4081113.00
S,10,748475.06,4081113.30
S,10,748485.12,4081113.59
S,10,748495.18,4081113.88
S,10,748505.23,4081114.18
S,10,748515.29,4081114.59
S,10,748525.35,4081114.88
S,10,748535.57,4081115.30
S,10,748545.62,4081115.59
S,10,748555.68,4081115.89
S,10,748565.74,4081116.18
S,10,748575.80,4081116.48
S,10,748585.85,4081116.89
S,10,748595.91,4081117.18
S,10,748606.13,4081117.48
S,10,748616.19,4081117.77
S,10,748626.25,4081118.07
S,10,748636.31,4081118.36
S,10,748646.37,4081118.66
S,10,748656.42,4081119.07
S,10,748666.48,4081119.36
S,10,748676.70,4081119.66
S,10,748686.76,4081119.95
S,10,748696.82,4081120.25
S,10,748706.88,4081120.54
S,10,748716.93,4081120.96
S,10,748726.99,4081121.25
S,10,748737.05,4081121.54
S,10,748747.11,4081121.84
S,10,748757.17,4081122.13
S,10,748767.22,4081122.54
S,10,748777.28,4081122.84
S,10,748785.42,4081123.08
S,10,748785.50,4081120.45
S,10,748777.36,4081120.21
S,10,748767.30,4081119.92
S,10,748757.24,4081119.51
S,10,748747.19,4081119.21
S,10,748737.13,4081118.92
S,10,748727.07,4081118.63
S,10,748717.01,4081118.33
S,10,748706.96,4081117.92
S,10,748696.90,4081117.63
S,10,748686.84,4081117.33
S,10,748676.78,4081117.04
S,10,748666.56,4081116.62
S,10,748656.50,4081116.33
S,10,748646.45,4081115.91
S,10,748636.39,4081115.62
S,10,748626.33,4081115.33
S,10,748616.27,4081115.03
S,10,748606.21,4081114.74
S,10,748595.99,4081114.44
S,10,748585.93,4081114.15
S,10,748575.88,4081113.73
S,10,748565.82,4081113.44
S,10,748555.76,4081113.15
